,G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Notes
18,19,"Sat, Nov 27, 2021",8:00p,,Box Score,,Charlotte Hornets,W,OT,146,143,3,16,W 2,
19,20,"Mon, Nov 29, 2021",8:00p,,Box Score,,Oklahoma City Thunder,W,,102,89,4,16,W 3,
20,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,21,"Wed, Dec 1, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,114,110,5,16,W 4,
22,22,"Fri, Dec 3, 2021",8:00p,,Box Score,,Orlando Magic,W,,118,116,6,16,W 5,
23,23,"Sun, Dec 5, 2021",7:00p,,Box Score,,New Orleans Pelicans,W,,118,108,7,16,W 6,
24,24,"Wed, Dec 8, 2021",8:00p,,Box Score,,Brooklyn Nets,W,,114,104,8,16,W 7,
25,25,"Fri, Dec 10, 2021",8:00p,,Box Score,,Milwaukee Bucks,L,,114,123,8,17,L 1,
26,26,"Sat, Dec 11, 2021",8:00p,,Box Score,@,Memphis Grizzlies,L,,106,113,8,18,L 2,
27,27,"Mon, Dec 13, 2021",7:30p,,Box Score,@,Atlanta Hawks,W,,132,126,9,18,W 1,
28,28,"Wed, Dec 15, 2021",7:00p,,Box Score,@,Cleveland Cavaliers,L,,89,124,9,19,L 1,
29,29,"Thu, Dec 16, 2021",8:00p,,Box Score,,New York Knicks,L,,103,116,9,20,L 2,
30,30,"Sat, Dec 18, 2021",12:00p,,Box Score,@,Detroit Pistons,W,,116,107,10,20,W 1,
31,31,"Mon, Dec 20, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,118,133,10,21,L 1,
32,32,"Wed, Dec 22, 2021",8:00p,,Box Score,@,Milwaukee Bucks,L,,106,126,10,22,L 2,
33,33,"Thu, Dec 23, 2021",7:00p,,Box Score,@,Indiana Pacers,L,,106,118,10,23,L 3,
34,34,"Mon, Dec 27, 2021",7:00p,,Box Score,@,Charlotte Hornets,L,,99,123,10,24,L 4,
35,35,"Tue, Dec 28, 2021",8:00p,,Box Score,,Los Angeles Lakers,L,,123,132,10,25,L 5,
36,36,"Fri, Dec 31, 2021",7:00p,,Box Score,,Miami Heat,L,,110,120,10,26,L 6,
37,37,"Sat, Jan 1, 2022",8:00p,,Box Score,,Denver Nuggets,L,,111,124,10,27,L 7,
38,38,"Mon, Jan 3, 2022",7:00p,,Box Score,@,Philadelphia 76ers,L,,113,133,10,28,L 8,
39,39,"Wed, Jan 5, 2022",7:00p,,Box Score,@,Washington Wizards,W,,114,111,11,28,W 1,
40,40,"Fri, Jan 7, 2022",8:00p,,Box Score,,Dallas Mavericks,L,,106,130,11,29,L 1,
41,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
42,41,"Sun, Jan 9, 2022",7:00p,,Box Score,,Minnesota Timberwolves,L,,123,141,11,30,L 2,
43,42,"Mon, Jan 10, 2022",8:00p,,Box Score,,Philadelphia 76ers,L,,91,111,11,31,L 3,
44,43,"Wed, Jan 12, 2022",8:30p,,Box Score,@,San Antonio Spurs,W,,128,124,12,31,W 1,
45,44,"Fri, Jan 14, 2022",10:00p,,Box Score,@,Sacramento Kings,L,,114,126,12,32,L 1,
46,45,"Sun, Jan 16, 2022",6:00p,,Box Score,@,Sacramento Kings,W,,118,112,13,32,W 1,
47,46,"Wed, Jan 19, 2022",9:00p,,Box Score,@,Utah Jazz,W,,116,111,14,32,W 2,
48,47,"Fri, Jan 21, 2022",10:00p,,Box Score,@,Golden State Warriors,L,,103,105,14,33,L 1,
49,48,"Tue, Jan 25, 2022",8:00p,,Box Score,,San Antonio Spurs,L,,104,134,14,34,L 2,
50,49,"Fri, Jan 28, 2022",8:00p,,Box Score,,Portland Trail Blazers,L,,110,125,14,35,L 3,
51,50,"Mon, Jan 31, 2022",8:00p,,Box Score,,Golden State Warriors,L,,108,122,14,36,L 4,
52,51,"Wed, Feb 2, 2022",8:00p,,Box Score,,Cleveland Cavaliers,W,,115,104,15,36,W 1,
53,52,"Fri, Feb 4, 2022",8:30p,,Box Score,@,San Antonio Spurs,L,,106,131,15,37,L 1,
54,53,"Sun, Feb 6, 2022",7:00p,,Box Score,,New Orleans Pelicans,L,,107,120,15,38,L 2,
55,54,"Tue, Feb 8, 2022",8:00p,,Box Score,@,New Orleans Pelicans,L,,97,110,15,39,L 3,
56,55,"Thu, Feb 10, 2022",8:00p,,Box Score,,Toronto Raptors,L,,120,139,15,40,L 4,
57,56,"Mon, Feb 14, 2022",9:00p,,Box Score,@,Utah Jazz,L,,101,135,15,41,L 5,
58,57,"Wed, Feb 16, 2022",9:00p,,Box Score,@,Phoenix Suns,L,,121,124,15,42,L 6,
59,58,"Thu, Feb 17, 2022",10:30p,,Box Score,@,Los Angeles Clippers,L,,111,142,15,43,L 7,
60,59,"Fri, Feb 25, 2022",7:00p,,Box Score,@,Orlando Magic,L,,111,119,15,44,L 8,
61,60,"Sun, Feb 27, 2022",7:00p,,Box Score,,Los Angeles Clippers,L,,98,99,15,45,L 9,
62,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
63,61,"Tue, Mar 1, 2022",8:00p,,Box Score,,Los Angeles Clippers,L,,100,113,15,46,L 10,
64,62,"Wed, Mar 2, 2022",8:00p,,Box Score,,Utah Jazz,L,OT,127,132,15,47,L 11,
65,63,"Fri, Mar 4, 2022",9:00p,,Box Score,@,Denver Nuggets,L,,101,116,15,48,L 12,
66,64,"Sun, Mar 6, 2022",7:00p,,Box Score,,Memphis Grizzlies,W,,123,112,16,48,W 1,
67,65,"Mon, Mar 7, 2022",7:30p,,Box Score,@,Miami Heat,L,,106,123,16,49,L 1,
68,66,"Wed, Mar 9, 2022",8:00p,,Box Score,,Los Angeles Lakers,W,OT,139,130,17,49,W 1,
69,67,"Fri, Mar 11, 2022",8:00p,,Box Score,,Dallas Mavericks,L,,100,113,17,50,L 1,
70,68,"Sun, Mar 13, 2022",7:00p,,Box Score,@,New Orleans Pelicans,L,,105,130,17,51,L 2,
71,69,"Wed, Mar 16, 2022",8:00p,,Box Score,,Phoenix Suns,L,,112,129,17,52,L 3,
72,70,"Fri, Mar 18, 2022",8:00p,,Box Score,,Indiana Pacers,L,,118,121,17,53,L 4,
73,71,"Sun, Mar 20, 2022",3:30p,,Box Score,,Memphis Grizzlies,L,,98,122,17,54,L 5,
74,72,"Mon, Mar 21, 2022",8:00p,,Box Score,,Washington Wizards,W,,115,97,18,54,W 1,
75,73,"Wed, Mar 23, 2022",8:30p,,Box Score,@,Dallas Mavericks,L,,91,110,18,55,L 1,
76,74,"Fri, Mar 25, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,,125,106,19,55,W 1,
77,75,"Sat, Mar 26, 2022",10:00p,,Box Score,@,Portland Trail Blazers,W,,115,98,20,55,W 2,
78,76,"Mon, Mar 28, 2022",8:00p,,Box Score,,San Antonio Spurs,L,,120,123,20,56,L 1,
79,77,"Wed, Mar 30, 2022",8:00p,,Box Score,,Sacramento Kings,L,,118,121,20,57,L 2,
80,78,"Fri, Apr 1, 2022",8:00p,,Box Score,,Sacramento Kings,L,,117,122,20,58,L 3,
81,79,"Sun, Apr 3, 2022",7:00p,,Box Score,,Minnesota Timberwolves,L,,132,139,20,59,L 4,
82,80,"Tue, Apr 5, 2022",7:30p,,Box Score,@,Brooklyn Nets,L,,105,118,20,60,L 5,
83,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
84,81,"Fri, Apr 8, 2022",7:30p,,Box Score,@,Toronto Raptors,L,,115,117,20,61,L 6,
85,82,"Sun, Apr 10, 2022",3:30p,,Box Score,,Atlanta Hawks,L,,114,130,20,62,L 7,
